"","patch","area_m2","longitude","latitude"
"1",1,92.0220061202417,658642.994956104,5213155.39572664
"2",2,118.028208977921,658663.84394074,5213146.62872842
"3",3,191703.052680589,658505.184717121,5212454.48412928
"4",4,1489.35441461782,658796.635154526,5213080.1360028
"5",5,291.069859542069,658533.253241492,5213079.3759066
"6",7,52.0124494905758,658615.992978442,5213005.72412119
"7",8,1738.41555275134,658656.436101658,5212967.4370245
"8",9,45.0107530905225,658672.497116883,5212991.72433703
"9",11,158.037731080869,658698.935762147,5212977.83214615
"10",12,109.026118359412,658586.08711837,5212975.88054461
"11",13,118.028156305809,658721.958366613,5212973.84325679
"12",15,119855.43746737,658885.337469642,5212641.74544721
"13",17,45.0107747207221,658608.492429091,5212961.72479956
"14",19,89.021248721052,658698.015839842,5212939.26447169
"15",20,45.0107550395769,658670.49697039,5212924.72537
"16",21,341.081334960007,658732.510309987,5212919.84861235
"17",23,45.0108081609942,658518.485836883,5212894.72583253
"18",24,4835.17245895596,658215.5068817,5212819.48185402
"19",29,45.0108036215534,658530.486715844,5212838.72669591
"20",30,80.0194963836984,658065.952692727,5212831.72680383
"21",32,45.010808170744,658516.48569039,5212830.72681925
"22",33,330.078665706125,658749.578520008,5212805.57266161
"23",34,551.132269673661,658535.37092112,5212798.07759486
"24",35,78.018968743243,658131.957527013,5212797.22733573
"25",36,45.0107800597325,658595.491476883,5212789.72745136
"26",38,45.0107880240248,658569.489572468,5212781.7275747
"27",39,45.0107808849134,658597.491623377,5212778.72762096
"28",43,2433.59097587946,658168.779171682,5212732.6095486
"29",47,90.0216291859397,658504.484811429,5212742.22818369
"30",48,59.0141952974664,658463.481808312,5212741.7281914
"31",52,799.19347385937,658267.190835944,5212700.88026048
"32",55,60.0142571916222,658850.010118182,5212723.22847663
"33",56,45.0107607987011,658655.495871688,5212718.72854601
"34",58,120.028402433556,658964.868530571,5212690.2289854
"35",59,684.166137006658,658170.888740962,5212669.16936857
"36",61,45.0108318727871,658456.481295584,5212658.72947105
"37",63,52.0124518371304,658615.992978442,5212655.72951731
"38",67,117.027999972634,658630.058111156,5212638.64431064
"39",69,1178.28509716503,658282.640889248,5212620.45926313
"40",70,270.06476839591,658557.136815883,5212636.27796535
"41",72,45.0108177480579,658489.483712727,5212632.72987191
"42",74,97.0230362887378,658860.077865867,5212622.8434264
"43",75,4304.02974269839,658630.905411573,5212573.80026688
"44",77,9058.21350487793,657973.440285365,5212565.03270452
"45",79,93.0224754652882,658332.128101762,5212598.54760323
"46",80,162.039123130409,658348.664756976,5212590.90952903
"47",89,157.037499364553,658688.63205659,5212576.92818447
"48",92,45.0108668456669,658357.474044156,5212579.73068904
"49",94,187.044418344914,658862.436161973,5212572.57571914
"50",99,52.0127669162175,657826.935186753,5212573.73078154
"51",100,45.0107235779578,658758.503416104,5212563.73093572
"52",107,458.111853310897,657998.834239761,5212549.2049588
"53",108,120.028470823308,658892.088200039,5212547.81451445
"54",109,252.060251047136,658659.047719132,5212542.45745418
"55",111,179.042993534327,658520.391004353,5212541.87093755
"56",112,76.0182362890628,658544.987777922,5212541.23128261
"57",113,45.0107837969263,658591.491183896,5212541.7312749
