"","patch","area_m2","longitude","latitude"
"1",1,154619.473255675,658231.575566987,5212772.94637075
"2",4,28.0067132392433,658570.489645714,5213155.50752615
"3",5,9.00215862959158,658577.490158441,5213156.72179315
"4",8,12.002882456407,658519.48591013,5213143.22200128
"5",10,9.00215621560346,658602.49198961,5213137.72208608
"6",16,15.0035805781954,658704.09943148,5213131.32218475
"7",18,9.00216193706729,658507.485031169,5213129.72220942
"8",20,9.00215562689118,658595.491476883,5213125.72227109
"9",23,9.00215683202259,658575.490011948,5213109.72251777
"10",25,22.0052723019908,658574.535396576,5213102.17717955
"11",26,9.00215554004535,658608.492429091,5213103.72261027
"12",32,16.003834736417,658595.991513507,5213065.72319614
"13",35,54.0129887715739,658473.556620279,5213055.51964975
"14",37,25.0059826077195,658619.533237735,5213054.48336943
"15",40,9.00216408853885,658484.483346494,5213049.72344282
"16",41,16.0038455961039,658495.984188831,5213048.22346594
"17",42,32.0076887184114,658504.76608203,5213046.37974437
"18",46,37.0088930389029,658496.132848368,5213036.0750046
"19",47,9.00214333168697,658774.504588052,5213035.72365866
"20",50,9.00214136717841,658798.506345974,5213025.72381284
"21",53,84.0199735039205,658823.639139116,5213011.47403254
"22",56,9.00216137466487,658510.485250909,5213003.72415202
"23",57,12.0028874991694,658447.980672987,5212998.72422911
"24",58,24.0057659382583,658506.109930454,5212997.34925031
"25",61,252.059921176726,658827.274325996,5212983.15304061
"26",66,913.216910774208,658853.135757841,5212965.78716847
"27",67,1563837.64070345,658671.166506546,5211479.32507334
"28",77,18.004338484956,658410.811283983,5212957.72486123
"29",80,263.063275822991,658466.748207243,5212941.93803238
"30",83,51.0121165312303,658862.0992389,5212952.62690061
"31",84,9.00213666050695,658869.511546494,5212954.72490748
"32",86,9.00216437957715,658475.482687273,5212949.72498457
"33",87,21.0049862754531,658869.511546494,5212946.72503082
"34",89,37.0088009525207,658811.777588249,5212936.37383906
"35",91,34.0081818909384,658457.246057479,5212922.66657822
"36",92,1875.44572587646,658834.19802675,5212906.83391251
"37",93,22.0052969336684,658446.935141865,5212917.63457024
"38",96,9.00216749170795,658430.479391169,5212913.7255396
"39",99,635.152966240799,658427.778405944,5212896.51163177
"40",102,21.0050578233495,658425.52664747,5212908.15419692
"41",106,15.0036042152205,658509.485177662,5212896.72580169
"42",108,9.00214283133391,658790.50576,5212896.72580169
"43",109,760.180889785872,658795.274530324,5212887.25752662
"44",111,12.002894810983,658376.975472467,5212894.72583253
"45",114,58.0137761968654,658862.252394133,5212882.95015202
"46",115,9.00216275814455,658504.484811428,5212885.72597129
"47",118,9.00216911383905,658397.476974026,5212883.72600212
"48",119,9.00214645219967,658722.500779221,5212882.72601754
"49",121,24.0057700640173,658490.567125411,5212876.64277799
"50",123,402.095780695498,658763.650559257,5212870.62172655
"51",128,9.00214685942046,658716.50033974,5212870.72620255
"52",130,9.00214769411832,658704.499460779,5212869.72621796
"53",131,5576.32678825199,658799.164869541,5212826.82140861
"54",132,12.0028616058407,658743.002280779,5212862.72632589
"55",135,26.0061658500053,658894.513377662,5212847.22656486
"56",142,9.00213541393168,658888.512938182,5212844.7266034
"57",145,9.00216249900404,658503.484738182,5212842.72663424
"58",147,27.0064222235233,658819.730122655,5212841.39332146
"59",148,18.0042709303962,658888.512938182,5212840.39333688
"60",149,27.0064652216097,658619.233956556,5212838.54151358
"61",150,457.10875209872,658801.81512223,5212826.88442772
"62",160,14.0033692824072,658467.982137922,5212830.22682696
"63",163,15.003667300567,657969.445624416,5212828.72685008
"64",167,23.0055296438222,658491.092526211,5212826.68340333
"65",170,18.0043935274589,658022.116148745,5212825.56023224
"66",176,30.0073375463253,657954.944562338,5212821.36029699
"67",177,22.0053697921103,658020.54027575,5212819.81789653
"68",179,9.0021984835621,658012.448774026,5212819.72698884
"69",180,54.0131815875939,658015.578632891,5212811.28267459
"70",182,14.0033305262914,658816.007627792,5212811.22711989
"71",184,19.0046087134979,658210.042193411,5212808.25348152
"72",185,41.00979286441,658687.522607615,5212807.9954624
"73",190,29.0069305278885,658676.738806861,5212804.62377342
"74",191,16.0039045187877,658026.949836104,5212804.22722781
"75",193,22.0052335745422,658805.006822078,5212803.22724323
"76",199,1374.32793747052,658712.964418464,5212773.85287806
"77",200,9.00214252388105,658784.505320519,5212802.72725094
"78",201,12.0029445863329,657852.937091169,5212801.72726636
"79",205,58.0138589327107,658681.463290819,5212798.00318584
"80",207,260.061886570125,658794.044480719,5212792.06203075
"81",212,9.00214903976303,658688.498288831,5212795.72735886
"82",213,15.0036545116454,658066.852758649,5212791.12742978
"83",215,12.0028685482685,658655.995908312,5212791.72742053
"84",216,9.00219333230052,658077.453535065,5212790.72743595
"85",217,97.0230992620345,658776.329463976,5212785.25329354
"86",218,9.0021513615502,658684.497995844,5212789.72745136
"87",219,14.0033439214749,658689.998398701,5212789.22745907
"88",220,24.0057328148396,658682.122821883,5212785.76917906
"89",226,20.004776390153,658688.648299818,5212780.1775986
"90",227,6563.55586019659,658913.72173361,5212727.71133954
"91",229,93.0228695189289,657781.948020863,5212775.28681379
"92",234,51.0123415772978,658285.037366244,5212766.17879482
"93",235,21.0051400439697,657929.156959332,5212765.15640162
"94",236,9.0022149849683,657763.430535584,5212765.72782138
"95",237,21.0051602478779,657805.862214768,5212765.4421115
"96",238,9.00220340944361,657921.442108571,5212763.72785222
"97",239,71.0173775181465,657931.75272289,5212756.34768431
"98",241,9.00215083826333,658676.49740987,5212759.72791389
"99",243,59.0140865043504,658701.533141827,5212758.10082033
"100",244,9.00215063767973,658667.496750649,5212757.72794472
"101",245,12.0029351742705,657962.945148312,5212756.72796014
"102",249,9.00220007030293,657957.444745454,5212753.72800639
"103",251,9.0022144903196,657741.428924156,5212750.72805265
"104",253,12.0029002651572,658320.971370649,5212750.72805265
"105",256,9.0021508660866,658674.497263376,5212746.72811432
"106",257,15.0035809093388,658699.499094545,5212745.72812973
"107",258,33.0080778106931,657933.988482031,5212742.45545292
"108",260,62.0148018835753,658700.079782237,5212738.66372252
"109",261,21.0050130034797,658710.49990026,5212742.72817599
"110",265,12.0029575781664,657718.42723948,5212739.22822995
"111",266,58.0142832974088,657742.618666467,5212738.69375543
"112",267,37.0090646535973,657901.629846683,5212736.62016205
"113",271,48.0117624979466,657892.231635822,5212734.91579644
"114",272,44.0107765448338,657917.714562833,5212734.36466857
"115",273,1099.26174547678,658776.79046976,5212730.3498409
"116",277,9.00214971869718,658689.498362078,5212735.72828391
"117",278,68.016633716732,657945.649763927,5212732.80185844
"118",283,151.035879304953,658848.13912022,5212723.5364189
"119",284,18.0044111150783,657877.938922337,5212723.22847663
"120",285,155.037380118913,658394.289643807,5212718.74790054
"121",286,9.00214574974962,658743.502317403,5212724.7284535
"122",287,46.0109612290107,658757.351157798,5212722.64152915
"123",288,9.00220437860116,657907.441083117,5212722.72848434
"124",289,16.0037976304011,658880.512352208,5212722.22849204
"125",292,69.0168534260592,658003.129250872,5212715.94598021
"126",296,152.036172916472,658804.960766073,5212711.14971549
"127",297,12.0028902722988,658439.980087013,5212715.72859226
"128",298,9.00219429912977,658054.45185039,5212714.72860768
"129",300,134.032885182969,657843.645365854,5212710.5047922
"130",303,176.04195830063,658747.263956547,5212709.88209149
