"","patch","area_m2","longitude","latitude"
"84",144,3,658727.834503204,5213041.72356616
"85",145,21,658773.55213734,5213041.77118447
"86",147,10,658527.886525403,5213040.4235862
"87",150,8,658522.611139026,5213038.84861048
"88",151,50,658613.192773352,5213034.52367716
"89",152,15,658495.950853056,5213036.05698686
"90",153,1,658757.503342857,5213037.72362783
"91",156,1,658774.504588052,5213035.72365866
"92",157,4,658844.009678701,5213031.22372804
"93",158,1,658498.484371948,5213029.72375117
"94",161,6,658833.008872987,5213027.22378971
"95",162,5,658634.494333507,5213025.52381592
"96",163,13,658842.43264012,5213024.87767204
"97",166,1,658798.506345974,5213025.72381284
"98",167,8,658835.63406526,5213022.72385909
"99",168,37,658410.315752194,5213018.39960144
"100",170,74,658658.739352488,5213015.77802023
"101",171,30,658702.73266471,5213018.75725358
"102",174,9,658683.609041847,5213017.83504558
"103",175,10,658842.509568831,5213017.4239408
"104",176,4,658672.997153506,5213016.7239516
"105",177,39,658823.918463603,5213011.3137786
"106",179,1,658539.487375065,5213013.72399785
"107",180,9,658743.502317403,5213013.72399785
"108",181,2,658389.976424675,5213012.72401326
"109",182,1,658737.501877922,5213012.72401326
"110",183,7,658752.502976623,5213010.86689904
"111",184,20,658723.050819507,5213009.97405566
"112",185,1,658735.501731428,5213011.72402868
"113",188,30,658717.700427637,5213007.02410114
"114",189,1,658733.501584935,5213010.7240441
"115",192,37,658771.531397318,5213002.96740693
"116",195,2,658398.977083896,5213003.72415202
"117",196,1,658510.485250909,5213003.72415202
"118",197,2,658447.980672987,5212998.72422911
"119",198,4,658506.984994545,5212998.22423682
"120",199,1,658504.484811428,5212995.72427536
"121",200,1862,658772.257914372,5212965.53193743
"122",201,1,658744.502390649,5212991.72433703
"123",202,1,658743.502317403,5212989.72436787
"124",203,2,658737.501877922,5212988.22439099
"125",204,147,658827.454044375,5212983.2754877
"126",211,2,658350.973568052,5212981.72449121
"127",213,526,658854.983866496,5212970.79310081
"128",214,143578,658840.765420418,5212528.08373289
"129",219,6,658600.491843117,5212978.22454517
"130",222,5,658371.875098909,5212975.5245868
"131",226,308,658387.391819791,5212963.92931102
"132",233,21,658790.267647322,5212956.72487665
"133",234,4,658410.727944546,5212957.72486123
"134",235,2,658446.480563117,5212958.22485352
"135",236,5,658809.707166338,5212957.52486431
"136",237,11,658474.209866777,5212955.45216899
"137",238,3,658348.806742684,5212956.39154845
"138",240,1,658834.508982857,5212956.72487664
"139",241,91,658846.213136789,5212948.9667545
"140",242,9,658864.177822511,5212954.16936049
"141",243,1,658869.511546494,5212954.72490748
"142",244,108,658466.009771241,5212941.88251289
"143",247,6,658859.6774929,5212950.89163325
"144",249,4,658404.977523377,5212950.22497686
"145",251,67,658388.446461872,5212943.12807135
"146",252,1,658475.482687273,5212949.72498457
"147",254,2,658869.511546494,5212948.22500769
"148",256,1,658383.475948572,5212944.72506165
"149",257,8,658549.738125844,5212943.97507322
"150",258,1,658869.511546494,5212944.72506165
"151",259,2,658334.472359481,5212940.22513103
"152",260,13,658811.738084315,5212936.41749743
"153",262,25,658397.036941797,5212933.1252405
"154",263,1,658782.505174026,5212934.72521583
"155",265,4,658537.987265195,5212930.22528521
"156",266,5,658463.481808311,5212928.52531142
"157",267,1,658466.482028052,5212927.72532375
"158",270,1,658454.481149091,5212924.72537
"159",271,631,658825.070890647,5212911.40703334
"160",272,8,658458.231423766,5212922.10041047
"161",273,2,658445.980526494,5212918.22547022
"162",274,19,658779.768131456,5212916.67286258
"163",278,1,658448.48070961,5212916.72549334
"164",279,4,658693.748673377,5212914.47552803
"165",280,10,658788.605620831,5212913.52554268
"166",281,1,658430.479391169,5212913.7255396
"167",282,10,658507.485031169,5212912.5255581
"168",284,301,658426.106977904,5212894.7557324
"169",287,7,658446.76629833,5212910.72558585
"170",288,1,658426.479098182,5212909.72560127
"171",291,15,658443.413671827,5212904.92567527
"172",292,2,658424.978988311,5212907.22563981
"173",294,26,658783.96681954,5212904.87952213
"174",295,16,658875.63699513,5212906.28815426
"175",296,88,658888.865236712,5212901.94163037
"176",298,23,658796.332273699,5212903.85612654
"177",299,1,658448.48070961,5212904.72567835
"178",300,3,658825.508323636,5212904.72567835
"179",302,2,658831.008726493,5212903.72569377
"180",303,166,658855.371956674,5212897.70169026
"181",304,31,658817.733560653,5212898.33868005
"182",305,7,658859.082211206,5212901.0114499
"183",306,39,658330.087422937,5212899.44370851
"184",309,11,658810.870887934,5212898.90758624
"185",310,4,658876.012022597,5212899.72575544
"186",312,1,658862.511033766,5212898.72577086
"187",313,1,658869.511546494,5212898.72577086
"188",314,1,658509.485177662,5212897.72578628
"189",317,1,658790.50576,5212896.72580169
"190",318,3,658798.506345974,5212896.72580169
"191",319,2,658415.978329091,5212895.22582482
"192",320,1,658509.485177662,5212895.72581711
"193",321,3,658802.173281212,5212895.39248892
"194",322,1,658889.513011429,5212895.72581711
"195",323,2,658376.975472468,5212894.72583253
"196",324,18,658784.449760895,5212892.05920697
"197",325,1,658790.50576,5212892.72586336
"198",326,348,658795.986046441,5212886.90698756
"199",328,1,658776.504734545,5212890.7258942
"200",329,2,658772.004404935,5212889.72590961
"201",332,4,658417.228420649,5212887.9759366
"202",336,1,658863.511107013,5212886.72595587
"203",337,1,658504.484811428,5212885.72597129
"204",339,10,658836.109100051,5212884.02599749
"205",340,7,658859.510814026,5212884.15456694
"206",341,1,658397.476974026,5212883.72600212
"207",343,1,658722.500779221,5212882.72601754
"208",345,14,658772.575875362,5212881.29746814
"209",346,5,658782.305159376,5212881.32603912
"210",347,1,658865.511253506,5212880.72604837
"211",349,8,658490.60879513,5212876.60111197
"212",350,1,658866.511326753,5212877.72609463
"213",352,2,658789.00565013,5212876.72611004
"214",355,188,658759.843939818,5212870.23684839
"215",359,11,658781.777848028,5212874.5443255
"216",361,1,658396.476900779,5212871.72618713
"217",363,1,658716.50033974,5212870.72620255
"218",364,9,658774.060111053,5212868.50401459
"219",366,1,658704.499460779,5212869.72621796
"220",368,1676,658756.564729959,5212824.45782282
"221",369,1,658503.484738182,5212865.72627963
"222",370,4,658500.984555065,5212862.2263336
"223",371,2,658504.984848052,5212862.72632589
"224",372,2,658743.002280779,5212862.72632589
"225",374,115,658513.572433541,5212855.8655621
"226",375,10,658663.696472312,5212859.12638139
"227",377,5,658334.072330182,5212858.92638447
"228",382,5,658393.07665174,5212855.32643998
"229",385,2148,658844.601435263,5212828.34696767
"230",388,1,658377.475509091,5212854.72644923
"231",389,6,658363.474483636,5212852.89314416
"232",394,3,658501.484591688,5212851.72649548
"233",396,1,658516.48569039,5212850.7265109
"234",399,8,658894.513377662,5212847.22656486
"235",400,4,658379.975692208,5212845.97658413
"236",409,1,658888.512938182,5212844.7266034
"237",415,1,658503.484738182,5212842.72663424
"238",417,9,658819.841241905,5212841.39332146
"239",418,2,658873.011802857,5212842.22664195
"240",419,1,658517.485763636,5212841.72664966
"241",421,3,658888.512938182,5212840.39333688
"242",424,9,658619.382115556,5212838.50447711
"243",425,17,658779.97557699,5212837.6678887
"244",426,351,658801.970987194,5212826.98613618
"245",427,1,658372.475142857,5212838.72669591
"246",430,1,658376.475435844,5212837.72671133
"247",431,1,658772.504441558,5212837.72671133
"248",434,6,658373.475216104,5212833.06011661
"249",436,137,658776.621531421,5212825.17216036
"250",442,5,657976.046107844,5212830.52682233
"251",445,11,658625.039095537,5212830.72681925
"252",446,113,658711.216766924,5212825.63840213
"253",449,2,658467.982137922,5212830.22682696
"254",452,3,657969.445624416,5212828.72685008
"255",454,27,657993.410342588,5212826.097261
"256",459,5,658491.283844572,5212826.72688092
"257",460,1,658730.501365195,5212827.7268655
"258",463,33,657977.749262889,5212821.81786569
"259",464,19,657985.025712891,5212824.72691175
"260",466,1,658022.449506493,5212826.72688092
"261",467,7,658630.351172913,5212825.5840414
"262",468,1,658633.49426026,5212826.72688092
"263",469,20,657997.99771561,5212822.2269503
"264",470,3,658010.448627532,5212824.72691175
"265",473,1,658006.448334545,5212824.72691175
"266",474,5,658015.048964467,5212823.92692409
"267",475,2,658021.94946987,5212824.72691175
"268",476,1,658633.49426026,5212824.72691175
"269",477,1,657962.445111688,5212823.72692717
"270",480,10,657954.944562337,5212821.42696263
"271",482,6,657992.947345714,5212821.8936221
"272",483,15,658003.914815653,5212820.12698267
"273",484,1,658499.484445195,5212822.72694259
"274",485,9,658586.601936912,5212821.06030162
"275",487,39,658633.391688645,5212815.47064421
"276",491,6,658020.616038874,5212819.89365294
"277",495,1,658012.448774026,5212819.72698884
"278",499,2,658636.994516623,5212818.72700426
"279",500,80,658040.900857896,5212809.3646486
"280",503,1,658639.49469974,5212817.72701967
"281",509,7,658003.162379592,5212813.72708135
"282",510,2,658214.963606494,5212814.72706593
"283",511,1,658636.49448,5212814.72706593
"284",512,6,658640.161415238,5212813.22708905
"285",513,19,658016.396431579,5212811.93763525
"286",520,1,658643.494992727,5212811.72711218
"287",521,2,658816.007627792,5212811.22711989
"288",527,1,658209.463203636,5212809.72714301
"289",530,8,658632.994223636,5212807.10218348
"290",531,1,658683.497922597,5212809.72714301
"291",532,1,658685.498069091,5212809.72714301
"292",534,1,658647.495285714,5212808.72715843
"293",535,8,658689.248343766,5212806.97718541
"294",536,2,658857.010630909,5212808.72715843
"295",539,1,658011.448700779,5212807.72717385
"296",540,1,658081.453828052,5212807.72717385
"297",541,2,658210.463276883,5212807.22718156
"298",544,2,658640.99480961,5212807.72717385
"299",548,1,657943.44372,5212806.72718927
"300",550,1,658647.495285714,5212806.72718927
"301",551,2,658676.997446493,5212806.72718927
"302",556,4,658026.949836104,5212804.22722781
"303",557,2,658035.450458701,5212804.22722781
"304",559,5,658804.906814753,5212803.32724169
"305",562,2,658052.451703896,5212803.22724323
"306",564,3,658676.49740987,5212803.06057913
"307",567,2,658038.450678442,5212802.22725864
"308",571,1,658694.498728312,5212802.72725094
"309",572,1,658784.50532052,5212802.72725094
"310",574,2,657852.937091169,5212801.72726635
"311",577,2,658653.495725195,5212801.22727406
"312",580,1,658648.495358961,5212800.72728177
"313",581,1,658681.497776104,5212800.72728177
"314",582,1,658686.498142338,5212800.72728177
"315",583,1065,658713.013699397,5212773.5915499
"316",584,169,658794.056315906,5212791.72150346
"317",586,11,658023.176832491,5212797.54551265
"318",589,1,658080.453754805,5212799.72729719
"319",590,1,658650.495505454,5212799.72729719
"320",591,1,658829.508616623,5212799.72729719
"321",592,2,658038.450678442,5212798.22732032
"322",593,2,658678.497556364,5212798.22732032
"323",594,3,658693.498655065,5212797.72732802
"324",597,2,658650.995542078,5212797.72732802
"325",598,2,658682.997885974,5212797.22733573
"326",600,1,658079.453681558,5212796.72734344
"327",604,1,658654.495798442,5212796.72734344
"328",605,2,658658.496091428,5212796.22735115
"329",606,5,658679.297614961,5212795.52736194
"330",607,2,658086.954230909,5212795.72735886
"331",609,1,658661.496311169,5212795.72735886
"332",610,1,658688.498288831,5212795.72735886
"333",613,1,658651.495578701,5212794.72737428
"334",614,2,658661.996347792,5212793.7273897
"335",615,1,658692.498581818,5212793.7273897
"336",618,3,658066.786087099,5212791.06076414
"337",619,2,658086.954230909,5212791.22742824
"338",620,7,658649.209696994,5212790.01316124
"339",621,2,658655.995908312,5212791.72742053
"340",622,3,658663.829815411,5212791.06076414
"341",624,1,658077.453535065,5212790.72743595
"342",626,48,658776.567239124,5212785.3316858
"343",627,1,658684.497995844,5212789.72745136
"344",628,2,658689.998398701,5212789.22745907
"345",629,6,658823.341498268,5212788.56080269
"346",631,2,658085.954157662,5212788.72746678
"347",633,1,657857.437420779,5212787.7274822
"348",634,11,658654.041219693,5212785.00025152
"349",635,3,658660.162880173,5212787.06082581
"350",636,1,658680.497702857,5212787.7274822
"351",637,1,658657.496018182,5212786.72749762
"352",640,1,658682.497849351,5212785.72751303
"353",645,1,658683.497922597,5212783.72754387
"354",649,1,658666.496677403,5212781.7275747
"355",650,2,658689.498362078,5212781.22758241
"356",651,5351,658913.986304541,5212727.65178724
"357",653,3,658658.16273368,5212779.72760554
"358",654,20,658666.546681065,5212774.42768725
"359",657,2,658655.495871688,5212779.22761325
"360",658,46,657781.888409203,5212775.20593612
"361",659,1,658687.498215584,5212778.72762096
"362",660,4,657994.947492208,5212776.2276595
"363",662,1,658018.449213506,5212776.72765179
"364",670,1,658352.473677922,5212773.72769804
"365",671,17,658661.672794683,5212769.55129185
"366",676,19,658285.152957785,5212765.78045215
"367",677,2,658351.973641299,5212770.7277443
"368",680,1,658254.46649974,5212769.72775972
"369",681,2,657937.943317143,5212768.22778284
"370",682,9,657973.668155902,5212767.50557175
"371",683,10,658350.173509454,5212768.3277813
"372",685,1,657929.442694545,5212766.72780597
"373",687,4,658355.223879351,5212766.47780982
"374",688,4,658692.498581818,5212766.22781368
"375",690,1,657763.430535584,5212765.72782138
"376",691,5,657805.833641247,5212765.52782447
"377",692,3,658352.140320173,5212765.061165
"378",693,2,658670.997007013,5212765.22782909
"379",694,2,657928.942657922,5212764.22784451
"380",695,1,658659.496164675,5212764.7278368
"381",696,1,657921.442108571,5212763.72785222
"382",697,1,657934.443060779,5212762.72786764
"383",698,1,658354.473824415,5212762.72786764
"384",699,1,658660.496237922,5212762.72786764
"385",702,21,657931.395218503,5212755.44226568
"386",703,1,658276.468111169,5212760.72789847
"387",706,1,658676.49740987,5212759.72791389
"388",707,5,657911.241361454,5212758.12793856
"389",708,2,658242.965657403,5212758.7279293
"390",710,10,658351.073575377,5212757.52794781
"391",711,23,658701.020945138,5212758.11924304
"392",712,7,658315.613835398,5212757.15652496
"393",713,1,658667.496750649,5212757.72794472
"394",714,2,657962.945148312,5212756.72796014
"395",717,1,658660.496237922,5212756.72796014
"396",718,2,658863.01107039,5212756.72796014
"397",719,7,657893.440057662,5212754.4422811
"398",721,38,657970.656239398,5212751.59646031
"399",722,40,658060.302278883,5212750.62805419
"400",726,1,657957.444745454,5212753.72800639
"401",727,3,658663.829815411,5212753.3946782
"402",729,1,657937.44328052,5212751.72803723
"403",731,1,658856.510594286,5212751.72803723
"404",732,1,657741.428924156,5212750.72805265
"405",733,1,658051.451630649,5212750.72805265
"406",734,1,658066.452729351,5212750.72805265
"407",735,2,658320.971370649,5212750.72805265
"408",736,41,657891.122814774,5212746.3622663
"409",737,1,658664.496530909,5212749.72806806
"410",739,6,657953.611131342,5212747.5614348
"411",740,2,658049.951520779,5212748.72808348
"412",743,1,658856.510594286,5212748.72808348
"413",744,7,658451.195194137,5212747.15667914
"414",745,3,658668.830181645,5212747.3947707
"415",747,5,658049.651498805,5212745.52813282
"416",748,1,658674.497263376,5212746.72811432
"417",750,3,658699.499094545,5212745.72812973
"418",751,1,658237.465254546,5212744.72814515
"419",752,12,657934.10970303,5212742.56151189
"420",753,1,658047.451337662,5212743.72816057
"421",754,13,658066.068085794,5212742.42048842
"422",756,2,658667.996787273,5212743.72816057
"423",758,14,658699.427660743,5212738.79966513
"424",759,5,658710.49990026,5212742.72817599
"425",760,3,658236.465181299,5212740.72820682
"426",762,1,658427.479171428,5212741.7281914
"427",766,15,658673.230503931,5212738.12824691
"428",767,2,657718.42723948,5212739.22822995
"429",768,10,657745.929253767,5212739.12823149
"430",769,9,657901.774001385,5212736.72826849
"431",770,2,658137.957966493,5212739.72822224
"432",771,29,658423.927187138,5212736.72826849
"433",773,2,657735.928521299,5212738.72823766
"434",774,15,657892.306641315,5212734.72829932
"435",775,1,658140.45814961,5212738.72823766
"436",776,3,658443.146985628,5212738.06158127
"437",777,2,657739.928814286,5212737.72825307
"438",778,4,657915.691687402,5212736.97826464
"439",781,2,658678.497556364,5212737.22826078
"440",782,578,658784.031237355,5212730.43597796
"441",785,4,658713.50012,5212736.2282762
"442",786,1,658154.459175065,5212735.72828391
"443",787,2,658430.479391169,5212735.22829162
"444",788,1,658689.498362078,5212735.72828391
"445",789,2,658705.99957065,5212735.72828391
"446",790,17,657947.620496501,5212732.84597541
"447",792,10,657989.147067377,5212733.62831629
"448",794,18,658414.644898095,5212733.67276004
"449",798,6,657919.441962078,5212732.22833787
"450",799,6,657941.610252381,5212732.89499426
"451",802,14,658151.958991948,5212730.51407859
"452",803,3,658248.46606026,5212732.72833016
"453",804,2,658426.979134805,5212732.72833016
"454",805,7,658433.479610909,5212731.72834558
"455",806,2,658714.000156623,5212732.72833016
"456",810,5,658719.50055948,5212731.12835483
"457",813,1,658156.459321558,5212729.72837641
"458",814,94,658430.298526858,5212725.4518466
"459",816,1,658711.499973507,5212729.72837641
"460",817,3,658724.500925714,5212729.72837641
"461",818,33,658783.202194774,5212728.15264313
"462",820,1,658439.48005039,5212728.72839183
"463",821,2,658679.49762961,5212728.22839954
"464",824,3,658729.501291948,5212728.72839183
"465",826,2,658733.001548312,5212727.72840725
"466",827,2,658766.003965455,5212727.72840725
"467",828,81,658847.176577316,5212723.90130576
"468",830,3,658122.456831169,5212726.39509447
"469",831,8,658944.017003377,5212725.22844579
"470",832,1,657879.439032208,5212724.7284535
"471",833,62,658397.573755308,5212721.11560598
"472",837,1,658743.502317403,5212724.7284535
"473",838,10,658422.278790546,5212721.22850746
"474",840,7,658709.499827014,5212723.01419422
"475",841,14,658757.217607645,5212722.65705687
"476",842,1,657907.441083117,5212722.72848434
"477",846,1,658879.512278961,5212722.72848434
"478",847,1,657876.438812468,5212721.72849975
"479",850,1,658881.512425455,5212721.72849975
"480",851,72,658415.922769467,5212715.25637732
"481",852,19,658722.658685523,5212717.46540759
"482",853,2,658859.010777403,5212719.72853059
"483",854,1,658008.448481039,5212718.72854601
"484",856,1,658000.447895065,5212717.72856142
"485",857,21,658002.686154237,5212715.34764575
"486",858,3,658015.448993766,5212717.72856142
"487",859,11,658717.954991736,5212715.91040764
"488",860,22,658387.658073058,5212714.1377077
"489",862,80,658804.869312006,5212711.02866472
"490",863,2,658439.980087013,5212715.72859226
"491",865,4,658730.001328571,5212715.22859997
"492",866,1,658017.44914026,5212714.72860768
"493",867,1,658054.45185039,5212714.72860768
"494",871,20,658697.44894439,5212712.5286416
"495",872,2,657834.435736104,5212713.2286308
"496",874,2,658669.496897143,5212713.2286308
"497",876,4,658708.99979039,5212713.2286308
"498",877,2,658713.000083376,5212713.2286308
"499",878,47,657844.181130722,5212710.66484054
"500",880,1,658318.471187532,5212712.72863851
"501",881,52,658407.208456004,5212708.9979268
"502",882,2,658448.980746234,5212712.72863851
"503",884,6,658674.830621125,5212712.06198212
"504",886,2,658609.992538961,5212711.72865393
"505",887,86,658747.444466596,5212709.93798386
"506",891,1,658775.504661299,5212711.72865393
"507",892,2,657994.947492208,5212710.72866935
"508",893,3,658048.784768658,5212709.72868476
"509",895,2,658434.979720779,5212710.22867705
"510",896,6,658050.784915151,5212707.8953797
"511",897,12,658059.952253247,5212707.5620515
"512",898,5,658094.45478026,5212708.9286971
"513",900,4,658687.748233896,5212709.22869247
"514",902,1,658690.498435325,5212709.72868476
"515",904,2,658425.979061558,5212708.72870018
"516",906,1,658644.495065974,5212708.72870018
"517",907,15,658667.096721351,5212707.3953874
"518",908,4,658008.448481039,5212707.22872331
"519",909,3,658017.782498009,5212707.3953874
"520",915,2,657847.936724935,5212706.72873102
"521",916,2,658416.978402337,5212706.22873872
"522",919,3,658773.837872554,5212706.06207463
"523",920,9,658781.505100779,5212705.50652764
"524",922,1,658011.448700779,5212705.72874643
"525",923,1,658013.448847273,5212705.72874643
"526",925,1,658414.478219221,5212705.72874643
"527",926,1,658672.497116883,5212705.72874643
"528",927,11,658053.542692893,5212703.00151575
"529",928,1,658824.50825039,5212704.72876185
"530",929,2,658830.008653247,5212704.72876185
"531",930,5,658834.508982857,5212704.72876185
"532",934,1,658786.505467013,5212703.72877727
"533",935,1,657838.436029091,5212702.72879269
"534",936,1,657841.436248831,5212702.72879269
"535",938,5,658303.87011813,5212702.12880194
"536",939,4,658708.499753766,5212700.22883123
"537",940,2,658844.009678701,5212700.72882352
"538",941,3,658862.177676017,5212700.06216713
"539",942,3,658790.50576,5212699.06218255
"540",943,16,658064.015050811,5212697.29137652
"541",945,168,658731.566919428,5212693.96702301
"542",948,1,658793.50597974,5212698.72885436
"543",949,40,658295.569510182,5212690.2289854
"544",950,5,658867.5114,5212697.72886977
"545",951,1,658871.511692987,5212696.72888519
"546",952,1,658873.511839481,5212696.72888519
"547",953,1,658875.511985974,5212696.72888519
"548",955,85,658679.956486747,5212693.37599571
"549",960,19,658923.726043554,5212692.93946993
"550",961,3,658569.156214718,5212692.39561867
"551",964,2,658672.997153506,5212690.7289777
"552",968,5,658677.697497766,5212689.12900236
"553",969,20,658050.751579377,5212686.32904553
"554",970,1,658062.452436364,5212688.72900853
"555",971,59,658395.883636989,5212686.39006154
"556",973,54,658925.84900606,5212684.71055197
"557",974,2,658300.969905714,5212687.72902395
"558",977,3,658070.786380087,5212685.72905478
"559",978,1,657831.435516364,5212682.72910104
"560",979,1,658082.453901299,5212682.72910104
"561",983,265,657633.058722821,5212673.49528114
"562",984,13,657818.588421579,5212680.72913187
"563",985,2,658068.952912467,5212681.22912416
"564",987,196,658776.326150037,5212678.78018233
"565",988,2,658297.969685974,5212680.72913187
"566",989,3,658310.13724381,5212680.39580368
"567",990,72,657725.302743052,5212676.54864077
"568",991,2,657823.43493039,5212679.229155
"569",993,2,658595.991513507,5212679.72914729
"570",999,3,658014.782278268,5212676.72919354
"571",1001,3,657705.426287273,5212676.72919354
"572",1002,9,657711.648965252,5212676.28475595
"573",1003,10,657743.229056,5212675.72920896
"574",1004,17,658049.686795508,5212674.43511126
"575",1005,67,658062.616627494,5212671.98299806
"576",1006,1,658091.45456052,5212676.72919354
"577",1008,1,658486.483492987,5212676.72919354
"578",1009,12,658960.934909134,5212674.06256799
"579",1010,1,657963.445184935,5212674.72922438
"580",1011,27,658486.261254488,5212670.98854131
"581",1013,2,657644.421819221,5212673.2292475
"582",1014,1,657942.443646753,5212673.72923979
"583",1015,2,657958.944855325,5212673.72923979
"584",1019,1,657909.44122961,5212671.72927063
"585",1020,3,657950.444232727,5212671.72927063
"586",1022,2,657945.943903117,5212670.22929375
"587",1023,6,657957.944782078,5212669.39597327
"588",1024,48,658076.911828723,5212665.45853398
"589",1025,1,657903.44079013,5212669.72930146
"590",1026,1,657943.44372,5212669.72930146
"591",1027,1,657961.445038442,5212669.72930146
"592",1028,1,657975.446063896,5212669.72930146
"593",1032,1,657809.433904935,5212667.7293323
"594",1033,24,657812.184106364,5212665.60436506
"595",1034,1,657954.444525714,5212667.7293323
"596",1035,2,657956.944708831,5212667.7293323
"597",1037,1,658053.451777143,5212666.72934772
"598",1038,2,658622.493454546,5212666.22935542
"599",1040,1,657948.444086234,5212664.72937855
"600",1041,7,658123.171169202,5212664.15795879
"601",1042,33,658948.032448989,5212660.24459921
"602",1043,18,658043.173246551,5212661.34054191
"603",1045,8,658494.609088117,5212660.354446
"604",1046,1,657997.447675325,5212661.7294248
"605",1047,2,658091.954597143,5212661.7294248
"606",1048,1,657946.44393974,5212659.72945564
"607",1050,1,658674.497263376,5212659.72945564
"608",1051,3,658079.12032381,5212658.39614286
"609",1052,2,657942.943683377,5212657.72948647
"610",1053,2,658259.966902597,5212657.22949418
"611",1055,5,658799.106389922,5212656.92949881
"612",1056,3,658035.117100952,5212656.0628455
"613",1060,1,658814.507517922,5212656.72950189
"614",1064,4,658742.502244156,5212655.22952502
"615",1065,1,658745.502463896,5212655.72951731
"616",1067,1,657764.430608831,5212654.72953273
"617",1068,2,658017.949176883,5212654.22954043
"618",1070,1,658758.503416104,5212654.72953273
"619",1071,1,658771.504368312,5212653.72954814
"620",1072,2,657764.930645454,5212652.72956356
"621",1073,4,658739.752042728,5212651.72957898
"622",1074,2,658754.003086493,5212652.72956356
"623",1075,1,658796.50619948,5212652.72956356
"624",1076,5,658028.849975273,5212650.92959131
"625",1077,2,658800.506492468,5212651.22958669
"626",1078,1,658804.506785455,5212651.72957898
"627",1079,1,657734.428411429,5212650.72959439
"628",1081,108548,658450.096408154,5212248.04969162
"629",1090,3,658737.501877922,5212648.39629704
"630",1091,1,658764.503855584,5212648.72962523
"631",1092,1,658792.505906493,5212648.72962523
"632",1095,1,658740.502097662,5212646.72965606
