"","patch","area_m2","longitude","latitude"
"1",1,56.0133978953527,658642.994956104,5213155.43609868
"2",2,49914.053342872,658344.571832696,5212707.06422342
"3",3,492.117148382851,658784.856972291,5213095.37111302
"4",4,205.049210537662,658533.203988032,5213079.45469175
"5",7,695.165366511384,658805.732774528,5213069.11307193
"6",10,59.014041593211,658798.82840346,5212968.86028276
"7",11,590.140492641483,658778.882874826,5212943.36915036
"8",12,692.164592413988,658817.830015602,5212912.11573782
"9",14,458.110480805772,658391.120613281,5212877.39203864
"10",15,79.0191253719095,658275.316128062,5212881.4348982
"11",16,2447.58256495706,658789.161975433,5212862.80397079
"12",17,4179.01342041552,658213.272721521,5212817.46948415
"13",18,1038.24661123185,658853.383197601,5212818.74049153
"14",19,46.0112115753873,658065.952692727,5212831.72680383
"15",21,239.057061673957,658703.20647905,5212827.51347967
"16",23,237.056491612835,658749.642007588,5212805.45716665
"17",24,420.100823719549,658535.682334474,5212797.91303945
"18",25,42.0102122423414,658131.957527013,5212797.22733573
"19",26,796.189973412576,658713.09305501,5212769.84333582
"20",29,21.0050344439223,658569.489572468,5212781.7275747
"21",30,713.169336723717,658861.714341474,5212778.37980023
"22",32,7849.88294516611,658552.206578809,5212717.1840999
"23",33,222.052676656429,658887.571427783,5212763.66479013
"24",34,2102.51058656292,658169.073470935,5212732.37391126
"25",36,1698.40241184583,658928.211958867,5212725.3150169
"26",39,931.224015855201,658462.593451089,5212716.53201704
"27",40,242.057579088694,658807.788017512,5212726.79040518
"28",41,505.122274366266,658269.40818815,5212705.44558248
"29",44,32.0076053908851,658850.010118182,5212723.22847663
"30",45,181.043071822642,658802.368507297,5212709.72315999
"31",46,394.093972237577,658732.861944178,5212702.3404738
"32",47,443.104788912722,658983.774994314,5212695.52574347
"33",48,76.0179883347591,658964.834317539,5212690.2289854
"34",49,36.0085327768466,658922.015391948,5212682.72910103
"35",52,976.2332899248,658666.233338443,5212662.79498214
"36",53,100.023805291275,658789.89571532,5212680.84913002
"37",54,571.138685719605,658170.892953129,5212669.25470283
"38",55,64.0155026576831,658253.544557216,5212672.01051629
"39",56,159.037602893717,658992.375891161,5212668.58466502
"40",57,501.119333365932,658773.923707184,5212663.3242106
"41",59,51.0120776336116,658946.595623611,5212658.80790122
"42",60,1424.33781467742,658897.103455004,5212640.56191408
"43",61,26.0062234693323,658615.992978442,5212655.72951731
"44",62,2979.70854055969,658816.901113843,5212588.65770816
"45",63,306.073320262396,658592.445502158,5212639.72649607
"46",64,75.0179454632162,658630.080676911,5212638.63644751
"47",65,983.237913033692,658282.63234698,5212620.74226426
"48",66,190.045580354665,658557.157090272,5212636.27718564
"49",67,76.0181373061496,658716.816152344,5212634.0456411
"50",68,471.111500947241,658961.843149753,5212623.54530014
"51",69,2585.62034289775,658545.611227839,5212595.745916
"52",70,59.014014063112,658860.104077816,5212622.86561722
